57,4,"[[""8S"",""AD""],[""3C"",""TH""]]","[""QD"",""9S"",""KC"",""2D"",""7H""]","[""AH"",""9D"",""4S""]","[[""5"",""5""],[""5"",""5""],[""20"",""0""]]","2013-04-07 20:06:59","2013-04-07 20:07:39",Array,Array,Array,Array
58,4,"[[""9S"",""TD""],[""8H"",""JC""]]","[""6H"",""3H"",""5S"",""8D"",""7D""]","[""KS"",""KD"",""6C""]","[[""5"",""5""],[""5"",""5""],[""5"",""5""]]","2013-04-07 20:09:08","2013-04-07 20:09:52",Array,Array,Array,Array
59,5,"[[""4C"",""TD""],[""4S"",""9H""]]","[""TC"",""4D"",""9D"",""7D"",""JD""]","[""5H"",""5C"",""6D""]",,"2013-04-07 21:48:05","0000-00-00 00:00:00",Array,Array,Array,Array
60,5,"[[""4D"",""AH""],[""4H"",""QD""]]","[""AS"",""QS"",""2H"",""6C"",""9C""]","[""KC"",""9D"",""AC""]","[[""50"",""50""],[""50"",""0""],[""150"",""""]]","2013-04-07 21:50:09","2013-04-07 21:51:59",Array,Array,Array,Array
61,5,"[[""7D"",""AC""],[""3S"",""5C""]]","[""7S"",""JS"",""JH"",""AD"",""QH""]","[""3H"",""4H"",""8D""]","[[""50"",""""],[],[""50"",""""]]","2013-04-07 21:52:13","2013-04-07 21:53:16",Array,Array,Array,Array
62,5,"[[""7H"",""AD""],[""4S"",""AC""]]","[""6C"",""JH"",""4D"",""7D"",""5H""]","[""QH"",""6S"",""9D""]","[[""50"",""50""],[],[""100"",""""]]","2013-04-07 21:53:37","2013-04-07 21:54:18",Array,Array,Array,Array
63,5,"[[""6S"",""8C""],[""2D"",""7D""]]","[""KS"",""5S"",""3S"",""AS"",""KD""]","[""QS"",""JS"",""TD""]",,"2013-04-07 21:54:31","0000-00-00 00:00:00",Array,Array,Array,Array
64,5,"[[""JD"",""TC""],[""JH"",""QH""],[""AS"",""QD""]]","[""9D"",""QS"",""JC"",""9S"",""JS""]","[""AD"",""2S"",""8H""]","[["""",""25"",""25""],["""",""50"",""""],["""",""100"",""""]]","2013-04-07 21:54:39","2013-04-07 21:56:11",Array,Array,Array,Array
65,5,"[[""9S"",""AS""],[""8D"",""JC""],[""5C"",""TH""]]","[""JH"",""6H"",""AD"",""7D"",""6S""]","[""KH"",""8H"",""2D""]","[[""50"",""50"",""""],[""100"","""",""""],[""200"","""",""""]]","2013-04-07 21:58:34","2013-04-07 21:59:30",Array,Array,Array,Array
66,1,"[[""6H"",""AD""],[""2D"",""JC""],[""8C"",""QD""],[""9C"",""KS""]]","[""7D"",""2S"",""QC"",""7C"",""5C""]","[""6C"",""2C"",""5H""]",,"2013-04-07 21:58:37","0000-00-00 00:00:00",Array,Array,Array,Array
67,1,"[[""6S"",""KC""],[""4H"",""5H""],[""3C"",""7D""],[""8C"",""QD""]]","[""KD"",""QH"",""TH"",""2S"",""3S""]","[""6C"",""3D"",""8S""]","[[""50"",""25"","""",""50""],[],[""125"","""","""",""""]]","2013-04-07 21:58:47","2013-04-07 21:59:22",Array,Array,Array,Array
68,5,"[[""4S"",""7C""],[""7S"",""8D""],[""6H"",""9H""]]","[""9D"",""KD"",""JC"",""JS"",""5H""]","[""QD"",""9S"",""TH""]","[["""","""",""1000""],["""","""",""1000""],["""","""",""2000""]]","2013-04-07 22:03:56","2013-04-07 22:04:56",Array,Array,Array,Array
69,5,"[[""4C"",""9H""],[""2S"",""6D""],[""QH"",""TC""]]","[""2H"",""8H"",""7D"",""9S"",""TH""]","[""2D"",""7S"",""KH""]",,"2013-04-07 22:05:16","0000-00-00 00:00:00",Array,Array,Array,Array
